Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,60
OutDegreeValue,1,2,3,4,5,6,7,8,10
OutDegreeCount,6,42,1,1,1,1,1,3,4
NAValue,1,2,3,4,5,6
NACount,1,2,6,40,9,2
MPCValue,0.00000,0.23704,0.29388,0.80000,0.90000,0.92517,0.92800,0.93010,0.96000,0.97500,0.98400
MPCCount,1,1,1,6,40,4,1,2,2,1,1
