Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,136
OutDegreeValue,1,2,3,4,5,7,8,9,17
OutDegreeCount,8,93,19,3,5,2,4,1,1
NAValue,1,2,3,4,5,6
NACount,1,8,10,78,34,5
MPCValue,0.00000,0.12593,0.23704,0.33333,0.38400,0.53333,0.73469,0.76800,0.80000,0.89751,0.90000,0.91349,0.93061,0.93223,0.93600,0.94286,0.94815,0.95625,0.96000,1.00000
MPCCount,1,1,1,2,1,3,1,1,8,1,78,2,16,2,1,1,2,1,11,2
