Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,82
OutDegreeValue,1,2,3,5,6,7,8,10,13
OutDegreeCount,3,55,14,1,1,2,4,1,1
NAValue,1,2,3,4,5,6
NACount,3,1,4,52,21,1
MPCValue,0.00000,0.19835,0.76800,0.80000,0.90000,0.91349,0.92800,0.93061,0.93223,0.93728,1.00000
MPCCount,3,1,2,2,52,4,2,13,1,1,1
