Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,60
OutDegreeValue,1,2,3,4,5,6,7,8,12
OutDegreeCount,2,44,3,2,1,1,2,1,4
NAValue,1,2,3,4,5,6
NACount,1,1,3,43,11,1
MPCValue,0.00000,0.23704,0.76800,0.80000,0.88533,0.88889,0.90000,0.90888,0.92160,0.93061,0.93223,1.00000
MPCCount,1,1,1,2,1,2,43,1,4,2,1,1
