Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,100
OutDegreeValue,1,2,3,4,8,9,14
OutDegreeCount,6,63,20,3,4,2,2
NAValue,1,2,3,4,5,6
NACount,1,3,6,61,26,3
MPCValue,0.00000,0.14933,0.38400,0.80000,0.90000,0.91349,0.92410,0.93061,0.96000,0.97500,1.00000
MPCCount,1,2,1,6,61,4,2,18,2,2,1
