Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,74
OutDegreeValue,1,2,3,4,5,6,7,8,10,11,13
OutDegreeCount,5,47,9,5,1,1,1,2,1,1,1
NAValue,1,2,3,4,5,6
NACount,1,2,5,47,17,2
MPCValue,0.00000,0.15918,0.26250,0.80000,0.85289,0.88163,0.88889,0.90000,0.90284,0.90888,0.91349,0.93061,1.00000
MPCCount,1,1,1,5,1,1,4,47,1,1,2,7,2
