Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,83
OutDegreeValue,1,2,3,4,8,9,10,25
OutDegreeCount,1,57,16,2,1,1,4,1
NAValue,1,3,4,5
NACount,1,1,57,24
MPCValue,0.00000,0.83333,0.89965,0.93750,0.95238,0.96260,0.96939,0.98765
MPCCount,1,1,1,57,4,1,16,2
