Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,72
OutDegreeValue,1,2,3,4,5,6,8,14
OutDegreeCount,1,47,12,2,3,5,1,1
NAValue,1,2,3,4,5
NACount,1,2,1,47,21
MPCValue,0.00000,0.33333,0.80000,0.82367,0.85289,0.86367,0.86667,0.88889,0.90000,0.93061,0.93728,0.96000
MPCCount,1,2,1,1,1,1,2,2,45,10,4,2
