Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,91
OutDegreeValue,1,2,3,4,5,6,7
OutDegreeCount,7,55,6,8,8,1,6
NAValue,1,2,3,4,5,6
NACount,1,5,8,55,17,5
MPCValue,0.00000,0.29388,0.33333,0.73469,0.80000,0.88889,0.90000,0.92800,0.93061,0.93223,0.94815,0.97500,1.00000
MPCCount,1,1,4,1,7,4,55,6,2,4,1,2,3
