Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,86
OutDegreeValue,1,2,3,4,7,8,9,14
OutDegreeCount,4,54,18,2,2,3,2,1
NAValue,1,2,3,4,5,6
NACount,1,3,5,53,21,3
MPCValue,0.00000,0.14933,0.21600,0.45000,0.71111,0.80000,0.89751,0.90000,0.91349,0.92800,0.93061,0.96000,0.97500,1.00000
MPCCount,1,1,1,1,1,4,1,53,3,2,14,1,1,2
