Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,72
OutDegreeValue,1,2,3,4,5,7,10,11
OutDegreeCount,5,45,13,1,2,2,3,1
NAValue,1,2,3,4,5,6
NACount,1,2,6,44,17,2
MPCValue,0.00000,0.18333,0.38400,0.76800,0.80000,0.90000,0.91429,0.92800,0.93061,0.93223,0.98400,1.00000
MPCCount,1,1,1,1,5,44,2,2,12,1,1,1
