Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,65
OutDegreeValue,1,2,3,4,6,7,8,9,11
OutDegreeCount,7,43,4,3,2,1,1,2,2
NAValue,1,2,3,4,5,6
NACount,1,4,7,40,9,4
MPCValue,0.00000,0.26250,0.45000,0.53333,0.80000,0.86367,0.90000,0.90888,0.92098,0.92410,0.93061,0.96000,0.97500,1.00000
MPCCount,1,1,1,2,7,1,40,1,2,2,2,1,3,1
