Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,51
OutDegreeValue,1,2,3,7,8,11,14
OutDegreeCount,1,40,1,4,1,3,1
NAValue,1,3,4,5
NACount,1,1,39,10
MPCValue,0.00000,0.83333,0.90369,0.93750,0.95936,0.96667,0.96886,0.96939,1.00000
MPCCount,1,1,1,39,2,4,1,1,1
