Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,114
OutDegreeValue,1,2,3,6,7,9,16,24
OutDegreeCount,2,74,28,5,1,2,1,1
NAValue,1,2,3,4,5
NACount,1,2,1,72,38
MPCValue,0.00000,0.13287,0.60000,0.80000,0.88533,0.90000,0.92410,0.93061,0.93728,0.96000
MPCCount,1,1,1,1,1,72,2,28,5,2
