Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,66
OutDegreeValue,1,2,3,4,5,7,8,9
OutDegreeCount,4,45,5,2,1,1,7,1
NAValue,1,2,3,4,5,6
NACount,1,2,5,43,13,2
MPCValue,0.00000,0.21600,0.26250,0.71111,0.80000,0.90000,0.93010,0.93061,0.93223,0.96000,1.00000
MPCCount,1,1,1,1,4,43,7,3,1,2,2
