Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,77
OutDegreeValue,1,2,3,4,5,6,7,8,9
OutDegreeCount,3,54,1,4,2,6,2,4,1
NAValue,1,2,3,4,5,6
NACount,2,1,3,52,18,1
MPCValue,0.00000,0.23704,0.80000,0.84375,0.85289,0.88889,0.90000,0.90888,0.91349,0.92410,0.92800,0.93061,0.93728,0.94815,0.96000
MPCCount,2,1,3,1,2,3,52,2,1,1,2,1,3,1,2
