Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,87
OutDegreeValue,1,2,3,4,6,8,11,12,13
OutDegreeCount,2,59,16,1,1,5,1,1,1
NAValue,1,2,3,4,5
NACount,1,3,1,57,25
MPCValue,0.00000,0.15918,0.18333,0.60000,0.80000,0.85248,0.90000,0.91349,0.93061,0.93728,0.96000
MPCCount,1,1,1,1,1,1,57,5,16,1,2
