Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,83
OutDegreeValue,1,2,3,4,5,6,8,10,25
OutDegreeCount,1,59,11,2,2,2,2,3,1
NAValue,1,3,4,5
NACount,1,1,57,24
MPCValue,0.00000,0.83333,0.88843,0.92593,0.93750,0.95156,0.95238,0.96939,0.97107,0.97633,1.00000
MPCCount,1,1,1,2,57,2,3,11,1,2,2
