Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,124
OutDegreeValue,1,2,3,4,5,6,7,8,9,10
OutDegreeCount,7,77,11,12,4,8,2,1,1,1
NAValue,1,2,3,4,5,6
NACount,1,6,8,76,27,6
MPCValue,0.00000,0.21600,0.33333,0.38400,0.76800,0.80000,0.82721,0.88533,0.88889,0.90000,0.90888,0.93061,0.97500,1.00000
MPCCount,1,1,4,1,1,7,1,2,6,76,8,10,5,1
