Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5
OutDegreeCount,8,6,10,3,2
NAValue,1,2,3,4,5,6
NACount,10,5,4,7,2,1
MPCValue,0.00000,0.45000,0.53333,0.60000,0.80000,0.86667,0.90000,0.93750,0.96000
MPCCount,10,1,2,2,4,1,6,1,2
