Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,11
OutDegreeCount,10,3,12,1,2,1
NAValue,0,1,3,4,5
NACount,1,12,4,8,4
MPCValue,0.00000,0.80000,0.83333,0.93750,0.96939,0.98765,1.00000
MPCCount,12,1,3,8,1,1,2
