Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,6
OutDegreeCount,7,4,14,1,2,1
NAValue,1,3,4,5
NACount,12,5,10,2
MPCValue,0.00000,0.73469,0.76800,0.80000,0.90000,0.90888,0.96000
MPCCount,12,1,2,2,10,1,1
