Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,10
OutDegreeCount,13,6,6,1,1,1,1
NAValue,1,3,4,5
NACount,17,6,5,1
MPCValue,0.00000,0.76531,0.83333,0.93750,1.00000
MPCCount,17,1,5,5,1
