Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,7,8
OutDegreeCount,4,9,11,1,2,1,1
NAValue,1,2,3,4,5,6
NACount,6,1,8,10,3,1
MPCValue,0.00000,0.60000,0.80000,0.90000,0.93061,0.94815,0.96000,0.97500
MPCCount,6,1,8,10,1,1,1,1
