Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,7
OutDegreeCount,6,5,12,3,2,1
NAValue,1,2,3,4,5
NACount,9,3,2,10,5
MPCValue,0.00000,0.45000,0.60000,0.80000,0.90000,0.93061,0.94815,0.96000
MPCCount,9,1,2,2,10,1,2,2
