Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,7
OutDegreeCount,2,6,15,2,2,1,1
NAValue,1,3,4,5
NACount,5,7,12,5
MPCValue,0.00000,0.80000,0.83333,0.92593,0.93750,0.96939,0.98765,1.00000
MPCCount,5,1,6,1,12,2,1,1
