Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,8
OutDegreeCount,8,3,15,1,1,1
NAValue,1,2,3,4,5
NACount,10,3,5,10,1
MPCValue,0.00000,0.38400,0.53333,0.76800,0.80000,0.90000,0.93061
MPCCount,10,1,2,3,2,10,1
