Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,10
OutDegreeCount,8,8,8,1,1,2,1
NAValue,1,2,3,4,5,6
NACount,10,3,5,8,2,1
MPCValue,0.00000,0.38400,0.60000,0.80000,0.85289,0.90000,0.93061,0.97778
MPCCount,10,1,2,5,1,8,1,1
