Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,7
OutDegreeCount,6,8,9,4,1,1
NAValue,1,2,3,4,5
NACount,9,1,8,9,2
MPCValue,0.00000,0.45000,0.73469,0.80000,0.86400,0.90000,0.93061,0.96000
MPCCount,9,1,1,7,1,8,1,1
