Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,7,13
OutDegreeCount,8,3,13,1,1,2,1
NAValue,1,2,3,4,5,6
NACount,9,1,4,12,2,1
MPCValue,0.00000,0.53333,0.73469,0.80000,0.90000,0.93223,0.94286
MPCCount,9,1,1,4,12,1,1
