Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,8,9
OutDegreeCount,5,5,14,3,1,1
NAValue,0,1,2,3,4,5
NACount,1,6,1,7,12,2
MPCValue,0.00000,0.53333,0.73469,0.76800,0.80000,0.90000,0.91349,0.93061
MPCCount,6,1,1,1,5,12,1,1
