Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,4,5,6,12
OutDegreeCount,10,2,11,2,1,2,1
NAValue,1,2,3,4,5,6
NACount,11,1,2,11,3,1
MPCValue,0.00000,0.38400,0.80000,0.85289,0.90000,0.90888,0.93728,0.97500
MPCCount,11,1,2,1,11,1,1,1
