Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,6,7
OutDegreeCount,10,5,9,2,1,1,1
NAValue,1,2,3,4,5
NACount,13,1,5,8,2
MPCValue,0.00000,0.53333,0.80000,0.86667,0.90000,0.93223,0.96000
MPCCount,13,1,5,1,7,1,1
