Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,5,8,10
OutDegreeCount,8,4,14,1,1,1
NAValue,1,2,3,4,5
NACount,9,1,6,10,3
MPCValue,0.00000,0.23704,0.76800,0.80000,0.90000,0.93223,0.96000
MPCCount,9,1,2,4,10,1,2
