Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,6,8
OutDegreeCount,8,9,8,1,1,1,1
NAValue,1,3,4,5
NACount,11,9,7,2
MPCValue,0.00000,0.83333,0.93750,0.96939,1.00000
MPCCount,11,9,7,1,1
