Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,10
OutDegreeCount,1,8,14,2,2,1,1
NAValue,1,3,4,5
NACount,4,7,13,5
MPCValue,0.00000,0.83333,0.88843,0.92593,0.93750,0.96939,0.98765
MPCCount,4,7,1,1,13,2,1
