Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,13
OutDegreeCount,2,3,16,6,1,1
NAValue,1,3,4,5
NACount,3,6,15,5
MPCValue,0.00000,0.73469,0.76800,0.80000,0.88889,0.90000,0.93061
MPCCount,3,2,1,3,1,15,4
