Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5
OutDegreeCount,7,7,9,2,3,1
NAValue,1,2,3,4
NACount,9,3,8,9
MPCValue,0.00000,0.38400,0.60000,0.73469,0.76800,0.80000,0.88163,0.90000
MPCCount,9,2,1,1,1,6,1,8
