Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,7,8
OutDegreeCount,1,6,16,1,1,2,1,1
NAValue,1,2,3,4,5,6
NACount,2,1,8,14,3,1
MPCValue,0.00000,0.33333,0.76800,0.80000,0.88533,0.90000,0.93061,0.93223,0.97500
MPCCount,2,1,2,6,1,14,1,1,1
