Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,7
OutDegreeCount,6,12,7,1,1,1,1
NAValue,1,2,3,4,6
NACount,8,4,10,6,1
MPCValue,0.00000,0.45000,0.53333,0.60000,0.80000,0.90000,0.97959
MPCCount,8,1,1,2,10,6,1
