Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,11
OutDegreeCount,8,3,12,4,1,1
NAValue,1,2,3,4,5
NACount,9,3,5,10,2
MPCValue,0.00000,0.45000,0.53333,0.60000,0.73469,0.76800,0.80000,0.85926,0.90000,0.93061,0.96000
MPCCount,9,1,1,1,2,1,2,1,9,1,1
