Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,6,11
OutDegreeCount,8,6,10,1,1,1,1,1
NAValue,1,2,3,4,5,6
NACount,9,1,6,10,2,1
MPCValue,0.00000,0.29388,0.80000,0.85289,0.86667,0.90000,0.96000,0.97500
MPCCount,9,1,6,1,1,9,1,1
