Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,7
OutDegreeCount,8,4,14,1,1,1
NAValue,1,2,3,4,5,6
NACount,11,3,5,7,2,1
MPCValue,0.00000,0.53333,0.76800,0.80000,0.90000,0.96000,0.98400
MPCCount,11,3,1,4,7,2,1
