Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,13
OutDegreeCount,14,5,6,1,1,1,1
NAValue,0,1,3,4,5
NACount,1,17,3,6,2
MPCValue,0.00000,0.83333,0.93750,0.97107,0.98765
MPCCount,17,3,6,1,1
