Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,11
OutDegreeCount,7,2,15,4,1
NAValue,0,1,3,4,5
NACount,1,9,3,10,6
MPCValue,0.00000,0.80000,0.83333,0.93750,0.96939,1.00000
MPCCount,9,1,2,10,4,2
