Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,14
OutDegreeCount,5,4,16,2,1,1
NAValue,1,3,4,5
NACount,7,8,11,3
MPCValue,0.00000,0.76531,0.80000,0.83333,0.92593,0.93750,0.96939,1.00000
MPCCount,7,1,3,4,1,11,1,1
