Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,2,3,4,7
OutDegreeCount,6,15,2,4,2
NAValue,1,2,4,5,6
NACount,8,1,13,6,1
MPCValue,0.00000,0.38400,0.88533,0.90000,0.93061,0.94815,0.96000,0.97500
MPCCount,8,1,1,13,2,2,1,1
