Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,6,7
OutDegreeCount,10,3,10,2,2,1,1
NAValue,1,2,3,4,5
NACount,11,2,6,9,1
MPCValue,0.00000,0.26250,0.29388,0.73469,0.76800,0.80000,0.85926,0.90000,0.93061
MPCCount,11,1,1,1,2,3,1,8,1
