Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,6,7
OutDegreeCount,14,8,3,1,1,1,1
NAValue,1,2,3,4
NACount,17,3,6,3
MPCValue,0.00000,0.45000,0.60000,0.80000,0.90000
MPCCount,17,1,2,6,3
