Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,8,11
OutDegreeCount,4,3,16,3,1,1,1
NAValue,1,2,3,4,5
NACount,5,1,5,14,4
MPCValue,0.00000,0.45000,0.76800,0.80000,0.86667,0.88889,0.90000,0.93010,0.93061,0.96000
MPCCount,5,1,2,3,1,1,13,1,1,1
