Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,4,5,9
OutDegreeCount,6,5,13,3,1,1
NAValue,1,2,3,4,5
NACount,8,2,4,12,3
MPCValue,0.00000,0.53333,0.60000,0.76800,0.80000,0.90000,0.93223,0.94815
MPCCount,8,1,1,1,4,11,1,2
