Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,6
OutDegreeCount,4,6,14,2,2,1
NAValue,1,3,4,5
NACount,7,8,10,4
MPCValue,0.00000,0.80000,0.83333,0.93750,0.96939,1.00000
MPCCount,7,2,6,10,2,2
