Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,4,5
OutDegreeCount,5,6,14,1,3
NAValue,1,2,3,4,5,6
NACount,8,2,6,10,2,1
MPCValue,0.00000,0.60000,0.76800,0.80000,0.88889,0.90000,0.96000,0.97778
MPCCount,8,2,2,4,1,10,1,1
