Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,1,2,3,4,5,8
OutDegreeCount,4,17,3,3,1,1
NAValue,1,3,4,5
NACount,2,5,15,7
MPCValue,0.00000,0.80000,0.83333,0.92593,0.93750,0.96939,0.97107,1.00000
MPCCount,2,1,4,2,15,3,1,1
