Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,7,9
OutDegreeCount,6,3,14,4,1,1
NAValue,0,1,2,3,4,5
NACount,1,7,1,4,12,4
MPCValue,0.00000,0.53333,0.73469,0.80000,0.90000,0.92800,0.93061,0.96000
MPCCount,7,1,1,3,12,1,2,1
