Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,12
OutDegreeCount,9,6,9,2,2,1
NAValue,1,2,3,4,5
NACount,12,2,3,8,4
MPCValue,0.00000,0.60000,0.80000,0.90000,0.93061,0.94815,0.96000
MPCCount,12,2,3,8,1,2,1
