Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,7,8
OutDegreeCount,12,4,8,1,1,2,1
NAValue,1,2,3,4,6
NACount,13,3,3,8,2
MPCValue,0.00000,0.26250,0.60000,0.76800,0.80000,0.88163,0.90000,0.96000,1.00000
MPCCount,13,1,2,1,2,1,7,1,1
