Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,7,9
OutDegreeCount,10,6,8,3,1,1
NAValue,1,3,4,5
NACount,13,7,7,2
MPCValue,0.00000,0.80000,0.83333,0.93750,0.96939
MPCCount,13,1,6,7,2
