Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,6,8
OutDegreeCount,6,5,12,2,1,1,2
NAValue,1,3,4,5
NACount,9,5,12,3
MPCValue,0.00000,0.83333,0.93750,0.96886,0.96939
MPCCount,9,5,12,2,1
