Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,12
OutDegreeCount,10,9,7,1,1,1
NAValue,1,2,3,4,5
NACount,12,5,6,5,1
MPCValue,0.00000,0.45000,0.53333,0.60000,0.80000,0.88889,0.90000
MPCCount,12,1,1,3,6,1,5
