Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,4,16
OutDegreeCount,6,5,16,1,1
NAValue,1,3,4,5
NACount,8,5,10,6
MPCValue,0.00000,0.80000,0.83333,0.92593,0.93750,1.00000
MPCCount,8,1,4,1,10,5
