Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,7
OutDegreeCount,1,5,16,5,1,1
NAValue,1,2,3,4,5
NACount,3,1,7,13,5
MPCValue,0.00000,0.45000,0.73469,0.76800,0.80000,0.90000,0.93061,0.96000
MPCCount,3,1,1,1,5,13,3,2
