Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,5,6,11
OutDegreeCount,2,4,17,4,1,1
NAValue,0,1,3,4,5
NACount,1,2,5,16,5
MPCValue,0.00000,0.80000,0.83333,0.88843,0.93750,0.97107,0.97633
MPCCount,2,1,4,2,16,2,1
