Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,7
OutDegreeCount,10,3,10,1,3,1,1
NAValue,1,2,3,4,5,6
NACount,13,1,2,9,3,1
MPCValue,0.00000,0.60000,0.80000,0.90000,0.93223,0.94815,0.96000,1.00000
MPCCount,13,1,2,9,1,1,1,1
